City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
233,Severo-Yeniseyskiy,60.3725,93.0408,41.04,54,89,4.25,RU,overcast clouds,2021-06-06 15:47:01
234,Omboue,-1.5746,9.2618,80.01,82,100,8.1,GA,overcast clouds,2021-06-06 15:47:01
235,Batemans Bay,-35.7167,150.1833,51.91,84,13,4.41,AU,few clouds,2021-06-06 15:47:01
236,Dingle,10.9995,122.6711,77.05,84,100,2.57,PH,light rain,2021-06-06 15:47:01
237,Shimoda,34.6667,138.95,68.16,92,100,9.17,JP,overcast clouds,2021-06-06 15:44:03
238,Bowen,-20.0167,148.2333,62.82,80,99,13.78,AU,overcast clouds,2021-06-06 15:47:02
239,Senador Pompeu,-5.5881,-39.3717,90.41,41,34,6.69,BR,scattered clouds,2021-06-06 15:47:02
240,Barra Patuca,15.8,-84.2833,84.29,72,50,12.21,HN,scattered clouds,2021-06-06 15:47:02
241,Ca Mau,9.1769,105.15,81.91,82,100,6.06,VN,overcast clouds,2021-06-06 15:47:02
242,Bethel,41.3712,-73.414,91.89,52,1,1.01,US,clear sky,2021-06-06 15:43:17
243,Hirado,33.3597,129.5531,68.36,82,100,5.35,JP,overcast clouds,2021-06-06 15:47:03
244,Snezhnogorsk,69.1933,33.2531,53.38,62,43,13.87,RU,scattered clouds,2021-06-06 15:47:03
245,Carlsbad,33.1581,-117.3506,64.71,80,90,1.99,US,overcast clouds,2021-06-06 15:47:03
246,Shellbrook,53.2168,-106.4011,54.63,66,67,11.77,CA,heavy intensity rain,2021-06-06 15:47:03
247,Coronado,32.6859,-117.1831,64.4,78,90,3.44,US,overcast clouds,2021-06-06 15:47:04
248,Necochea,-38.5473,-58.7368,53.76,53,40,4.38,AR,scattered clouds,2021-06-06 15:43:10
249,Garowe,8.4054,48.4845,89.02,35,0,13.78,SO,clear sky,2021-06-06 15:47:04
250,Amparafaravola,-17.5833,48.2167,62.71,84,68,8.55,MG,broken clouds,2021-06-06 15:47:04
251,Nouakchott,18.0858,-15.9785,107.53,47,8,19.17,MR,clear sky,2021-06-06 15:45:05
252,Plymouth,41.8334,-70.8328,93.78,48,1,1.01,US,clear sky,2021-06-06 15:47:05
253,Nioro,13.35,-15.75,103.17,24,0,13.42,GM,clear sky,2021-06-06 15:47:05
254,Grand Gaube,-20.0064,57.6608,74.37,82,52,1.99,MU,broken clouds,2021-06-06 15:47:05
255,Guisa,20.255,-76.5386,84.51,59,4,7.29,CU,clear sky,2021-06-06 15:47:05
256,Lavrentiya,65.5833,-171.0,32.27,85,95,8.75,RU,overcast clouds,2021-06-06 15:43:06
257,Qinzhou,21.95,108.6167,79.39,72,73,0.89,CN,broken clouds,2021-06-06 15:47:06
258,Rincon,32.296,-81.2354,86.45,77,75,4.9,US,broken clouds,2021-06-06 15:47:06
